ra,nome,nome_anonimizado,origem_aba,ano_pede,fase,turma,ian,indice_registro,probabilidade_risco,predicao_limiar_otimo
RA-1467,,Aluno-1467,PEDE2024,2024,2D,2D,10.0,2297,0.86,1
RA-1468,,Aluno-1468,PEDE2024,2024,2D,2D,10.0,2298,0.8355555555555556,1
RA-527,,Aluno-527,PEDE2024,2024,2D,2D,10.0,2299,0.47333333333333333,0
RA-1469,,Aluno-1469,PEDE2024,2024,2D,2D,5.0,2300,0.68,1
RA-1470,,Aluno-1470,PEDE2024,2024,2G,2G,5.0,2301,0.31555555555555553,0
RA-1471,,Aluno-1471,PEDE2024,2024,2G,2G,5.0,2302,0.5111111111111111,0
RA-710,,Aluno-710,PEDE2024,2024,2G,2G,5.0,2303,0.5155555555555555,0
RA-1472,,Aluno-1472,PEDE2024,2024,2G,2G,10.0,2304,0.7733333333333333,1
RA-837,,Aluno-837,PEDE2024,2024,2G,2G,10.0,2305,0.28444444444444444,0
RA-549,,Aluno-549,PEDE2024,2024,2G,2G,5.0,2306,0.5466666666666666,0
RA-571,,Aluno-571,PEDE2024,2024,2G,2G,5.0,2307,0.40444444444444444,0
RA-731,,Aluno-731,PEDE2024,2024,2G,2G,5.0,2308,0.4622222222222222,0
RA-706,,Aluno-706,PEDE2024,2024,2G,2G,10.0,2309,0.3,0
RA-707,,Aluno-707,PEDE2024,2024,2G,2G,5.0,2310,0.41555555555555557,0
RA-1044,,Aluno-1044,PEDE2024,2024,2G,2G,10.0,2311,0.47555555555555556,0
RA-1054,,Aluno-1054,PEDE2024,2024,2G,2G,5.0,2312,0.48444444444444446,0
RA-721,,Aluno-721,PEDE2024,2024,2G,2G,10.0,2313,0.5866666666666667,0
RA-1473,,Aluno-1473,PEDE2024,2024,2G,2G,5.0,2314,0.3111111111111111,0
RA-735,,Aluno-735,PEDE2024,2024,2H,2H,5.0,2315,0.5866666666666667,0
RA-712,,Aluno-712,PEDE2024,2024,2H,2H,5.0,2316,0.6,1
RA-1103,,Aluno-1103,PEDE2024,2024,2H,2H,10.0,2317,0.4888888888888889,0
RA-570,,Aluno-570,PEDE2024,2024,2H,2H,5.0,2318,0.5244444444444445,0
RA-713,,Aluno-713,PEDE2024,2024,2H,2H,10.0,2319,0.4911111111111111,0
RA-714,,Aluno-714,PEDE2024,2024,2H,2H,5.0,2320,0.36666666666666664,0
RA-737,,Aluno-737,PEDE2024,2024,2H,2H,10.0,2321,0.66,1
RA-1474,,Aluno-1474,PEDE2024,2024,2H,2H,10.0,2322,0.47555555555555556,0
RA-1036,,Aluno-1036,PEDE2024,2024,2H,2H,10.0,2323,0.4666666666666667,0
RA-576,,Aluno-576,PEDE2024,2024,2H,2H,10.0,2324,0.7377777777777778,1
RA-577,,Aluno-577,PEDE2024,2024,2H,2H,5.0,2325,0.49333333333333335,0
RA-580,,Aluno-580,PEDE2024,2024,2H,2H,5.0,2326,0.6866666666666666,1
RA-581,,Aluno-581,PEDE2024,2024,2H,2H,5.0,2327,0.4711111111111111,0
RA-841,,Aluno-841,PEDE2024,2024,2H,2H,5.0,2328,0.27111111111111114,0
RA-730,,Aluno-730,PEDE2024,2024,2I,2I,10.0,2329,0.8066666666666666,1
RA-855,,Aluno-855,PEDE2024,2024,2I,2I,10.0,2330,0.6977777777777778,1
RA-820,,Aluno-820,PEDE2024,2024,2I,2I,10.0,2331,0.8,1
RA-715,,Aluno-715,PEDE2024,2024,2I,2I,10.0,2332,0.8555555555555555,1
RA-1038,,Aluno-1038,PEDE2024,2024,2I,2I,10.0,2333,0.8777777777777778,1
RA-1475,,Aluno-1475,PEDE2024,2024,2I,2I,10.0,2334,0.5488888888888889,0
RA-1039,,Aluno-1039,PEDE2024,2024,2I,2I,5.0,2335,0.7,1
RA-745,,Aluno-745,PEDE2024,2024,2I,2I,10.0,2336,0.9,1
RA-718,,Aluno-718,PEDE2024,2024,2I,2I,10.0,2337,0.7422222222222222,1
RA-1040,,Aluno-1040,PEDE2024,2024,2I,2I,5.0,2338,0.8555555555555555,1
RA-746,,Aluno-746,PEDE2024,2024,2I,2I,10.0,2339,0.8644444444444445,1
RA-1069,,Aluno-1069,PEDE2024,2024,2K,2K,10.0,2340,0.5088888888888888,0
RA-1476,,Aluno-1476,PEDE2024,2024,2K,2K,10.0,2341,0.5955555555555555,0
RA-827,,Aluno-827,PEDE2024,2024,2K,2K,10.0,2342,0.5333333333333333,0
RA-1477,,Aluno-1477,PEDE2024,2024,2K,2K,10.0,2343,0.3088888888888889,0
RA-762,,Aluno-762,PEDE2024,2024,2K,2K,5.0,2344,0.5577777777777778,0
RA-778,,Aluno-778,PEDE2024,2024,2K,2K,10.0,2345,0.5822222222222222,0
RA-591,,Aluno-591,PEDE2024,2024,2K,2K,5.0,2346,0.4288888888888889,0
RA-1478,,Aluno-1478,PEDE2024,2024,2K,2K,10.0,2347,0.38666666666666666,0
RA-829,,Aluno-829,PEDE2024,2024,2K,2K,10.0,2348,0.4088888888888889,0
RA-1479,,Aluno-1479,PEDE2024,2024,2K,2K,10.0,2349,0.4111111111111111,0
RA-1480,,Aluno-1480,PEDE2024,2024,2K,2K,5.0,2350,0.38,0
RA-438,,Aluno-438,PEDE2024,2024,2K,2K,5.0,2351,0.6333333333333333,1
RA-607,,Aluno-607,PEDE2024,2024,2K,2K,10.0,2352,0.5244444444444445,0
RA-1481,,Aluno-1481,PEDE2024,2024,2K,2K,5.0,2353,0.3488888888888889,0
RA-1482,,Aluno-1482,PEDE2024,2024,2K,2K,5.0,2354,0.5422222222222223,0
RA-1483,,Aluno-1483,PEDE2024,2024,2K,2K,10.0,2355,0.5377777777777778,0
RA-1484,,Aluno-1484,PEDE2024,2024,2L,2L,5.0,2356,0.8444444444444444,1
RA-1485,,Aluno-1485,PEDE2024,2024,2L,2L,5.0,2357,0.6,1
RA-1486,,Aluno-1486,PEDE2024,2024,2L,2L,10.0,2358,0.6822222222222222,1
RA-597,,Aluno-597,PEDE2024,2024,2L,2L,10.0,2359,0.35777777777777775,0
RA-624,,Aluno-624,PEDE2024,2024,2L,2L,10.0,2360,0.49777777777777776,0
RA-1487,,Aluno-1487,PEDE2024,2024,2L,2L,5.0,2361,0.7155555555555555,1
RA-1488,,Aluno-1488,PEDE2024,2024,2L,2L,10.0,2362,0.6644444444444444,1
RA-1489,,Aluno-1489,PEDE2024,2024,2L,2L,5.0,2363,0.7466666666666667,1
RA-600,,Aluno-600,PEDE2024,2024,2L,2L,10.0,2364,0.9044444444444445,1
RA-663,,Aluno-663,PEDE2024,2024,2L,2L,5.0,2365,0.9355555555555556,1
RA-1490,,Aluno-1490,PEDE2024,2024,2L,2L,5.0,2366,0.8511111111111112,1
RA-1491,,Aluno-1491,PEDE2024,2024,2L,2L,10.0,2367,0.9111111111111111,1
RA-1066,,Aluno-1066,PEDE2024,2024,2L,2L,10.0,2368,0.8533333333333334,1
RA-630,,Aluno-630,PEDE2024,2024,2L,2L,10.0,2369,0.3244444444444444,0
RA-1492,,Aluno-1492,PEDE2024,2024,2L,2L,10.0,2370,0.42,0
RA-834,,Aluno-834,PEDE2024,2024,2L,2L,10.0,2371,0.6066666666666667,1
RA-784,,Aluno-784,PEDE2024,2024,2M,2M,10.0,2372,0.7066666666666667,1
RA-1059,,Aluno-1059,PEDE2024,2024,2M,2M,10.0,2373,0.6288888888888889,1
RA-612,,Aluno-612,PEDE2024,2024,2M,2M,10.0,2374,0.86,1
RA-1060,,Aluno-1060,PEDE2024,2024,2M,2M,10.0,2375,0.8644444444444445,1
RA-761,,Aluno-761,PEDE2024,2024,2M,2M,10.0,2376,0.5377777777777778,0
RA-1493,,Aluno-1493,PEDE2024,2024,2M,2M,5.0,2377,0.7911111111111111,1
RA-665,,Aluno-665,PEDE2024,2024,2M,2M,5.0,2378,0.7288888888888889,1
RA-1115,,Aluno-1115,PEDE2024,2024,2M,2M,10.0,2379,0.8288888888888889,1
RA-1061,,Aluno-1061,PEDE2024,2024,2M,2M,10.0,2380,0.7044444444444444,1
RA-1494,,Aluno-1494,PEDE2024,2024,2M,2M,10.0,2381,0.4911111111111111,0
RA-1495,,Aluno-1495,PEDE2024,2024,2M,2M,10.0,2382,0.9577777777777777,1
RA-606,,Aluno-606,PEDE2024,2024,2M,2M,10.0,2383,0.7533333333333333,1
RA-594,,Aluno-594,PEDE2024,2024,2M,2M,10.0,2384,0.6377777777777778,1
RA-1496,,Aluno-1496,PEDE2024,2024,2M,2M,10.0,2385,0.9,1
RA-1497,,Aluno-1497,PEDE2024,2024,2M,2M,10.0,2386,0.8,1
RA-1498,,Aluno-1498,PEDE2024,2024,2M,2M,5.0,2387,0.8288888888888889,1
RA-1499,,Aluno-1499,PEDE2024,2024,2N,2N,10.0,2388,0.82,1
RA-788,,Aluno-788,PEDE2024,2024,2N,2N,10.0,2389,0.3888888888888889,0
RA-1500,,Aluno-1500,PEDE2024,2024,2N,2N,10.0,2390,0.7955555555555556,1
RA-777,,Aluno-777,PEDE2024,2024,2N,2N,10.0,2391,0.6022222222222222,1
RA-1063,,Aluno-1063,PEDE2024,2024,2N,2N,5.0,2392,0.6666666666666666,1
RA-664,,Aluno-664,PEDE2024,2024,2N,2N,10.0,2393,0.6777777777777778,1
RA-1501,,Aluno-1501,PEDE2024,2024,2N,2N,10.0,2394,0.6555555555555556,1
RA-764,,Aluno-764,PEDE2024,2024,2N,2N,10.0,2395,0.52,0
RA-1064,,Aluno-1064,PEDE2024,2024,2N,2N,10.0,2396,0.7977777777777778,1
RA-1065,,Aluno-1065,PEDE2024,2024,2N,2N,10.0,2397,0.8933333333333333,1
RA-1502,,Aluno-1502,PEDE2024,2024,2N,2N,5.0,2398,0.8244444444444444,1
RA-781,,Aluno-781,PEDE2024,2024,2N,2N,10.0,2399,0.5311111111111111,0
RA-608,,Aluno-608,PEDE2024,2024,2N,2N,10.0,2400,0.5355555555555556,0
RA-796,,Aluno-796,PEDE2024,2024,2P,2P,5.0,2401,0.7822222222222223,1
RA-797,,Aluno-797,PEDE2024,2024,2P,2P,5.0,2402,0.8155555555555556,1
RA-636,,Aluno-636,PEDE2024,2024,2P,2P,10.0,2403,0.6066666666666667,1
RA-1140,,Aluno-1140,PEDE2024,2024,2P,2P,10.0,2404,0.6622222222222223,1
RA-1503,,Aluno-1503,PEDE2024,2024,2P,2P,5.0,2405,0.9155555555555556,1
RA-814,,Aluno-814,PEDE2024,2024,2P,2P,10.0,2406,0.7488888888888889,1
RA-637,,Aluno-637,PEDE2024,2024,2P,2P,10.0,2407,0.6555555555555556,1
RA-652,,Aluno-652,PEDE2024,2024,2P,2P,10.0,2408,0.24444444444444444,0
RA-816,,Aluno-816,PEDE2024,2024,2P,2P,10.0,2409,0.7288888888888889,1
RA-1504,,Aluno-1504,PEDE2024,2024,2P,2P,5.0,2410,0.7733333333333333,1
RA-638,,Aluno-638,PEDE2024,2024,2P,2P,10.0,2411,0.5066666666666667,0
RA-1505,,Aluno-1505,PEDE2024,2024,2P,2P,5.0,2412,0.8644444444444445,1
RA-643,,Aluno-643,PEDE2024,2024,2P,2P,5.0,2413,0.7377777777777778,1
RA-645,,Aluno-645,PEDE2024,2024,2P,2P,10.0,2414,0.7577777777777778,1
RA-1068,,Aluno-1068,PEDE2024,2024,2R,2R,10.0,2415,0.8244444444444444,1
RA-798,,Aluno-798,PEDE2024,2024,2R,2R,5.0,2416,0.6177777777777778,1
RA-799,,Aluno-799,PEDE2024,2024,2R,2R,10.0,2417,0.3688888888888889,0
RA-1506,,Aluno-1506,PEDE2024,2024,2R,2R,10.0,2418,0.8444444444444444,1
RA-802,,Aluno-802,PEDE2024,2024,2R,2R,10.0,2419,0.8155555555555556,1
RA-1507,,Aluno-1507,PEDE2024,2024,2R,2R,5.0,2420,0.8111111111111111,1
RA-1071,,Aluno-1071,PEDE2024,2024,2R,2R,5.0,2421,0.8533333333333334,1
RA-1508,,Aluno-1508,PEDE2024,2024,2R,2R,10.0,2422,0.8466666666666667,1
RA-1509,,Aluno-1509,PEDE2024,2024,2R,2R,10.0,2423,0.8666666666666667,1
RA-1510,,Aluno-1510,PEDE2024,2024,2R,2R,10.0,2424,0.5622222222222222,0
RA-785,,Aluno-785,PEDE2024,2024,2U,2U,10.0,2425,0.9066666666666666,1
RA-1511,,Aluno-1511,PEDE2024,2024,2U,2U,10.0,2426,0.8511111111111112,1
RA-752,,Aluno-752,PEDE2024,2024,2U,2U,5.0,2427,0.3622222222222222,0
RA-790,,Aluno-790,PEDE2024,2024,2U,2U,5.0,2428,0.7711111111111111,1
RA-590,,Aluno-590,PEDE2024,2024,2U,2U,5.0,2429,0.5288888888888889,0
RA-1512,,Aluno-1512,PEDE2024,2024,2U,2U,10.0,2430,0.7577777777777778,1
RA-472,,Aluno-472,PEDE2024,2024,2U,2U,5.0,2431,0.8711111111111111,1
RA-628,,Aluno-628,PEDE2024,2024,2U,2U,5.0,2432,0.8622222222222222,1
RA-1513,,Aluno-1513,PEDE2024,2024,2U,2U,5.0,2433,0.8622222222222222,1
RA-1514,,Aluno-1514,PEDE2024,2024,2U,2U,10.0,2434,0.84,1
RA-629,,Aluno-629,PEDE2024,2024,2U,2U,10.0,2435,0.4777777777777778,0
RA-832,,Aluno-832,PEDE2024,2024,2U,2U,10.0,2436,0.4177777777777778,0
RA-1515,,Aluno-1515,PEDE2024,2024,2U,2U,5.0,2437,0.7133333333333334,1
RA-833,,Aluno-833,PEDE2024,2024,2U,2U,10.0,2438,0.92,1
RA-819,,Aluno-819,PEDE2024,2024,2U,2U,10.0,2439,0.8133333333333334,1
RA-1073,,Aluno-1073,PEDE2024,2024,3A,3A,10.0,2440,0.52,0
RA-494,,Aluno-494,PEDE2024,2024,3A,3A,10.0,2441,0.43333333333333335,0
RA-484,,Aluno-484,PEDE2024,2024,3A,3A,10.0,2442,0.5755555555555556,0
RA-496,,Aluno-496,PEDE2024,2024,3A,3A,10.0,2443,0.4711111111111111,0
RA-1516,,Aluno-1516,PEDE2024,2024,3A,3A,10.0,2444,0.5466666666666666,0
RA-1143,,Aluno-1143,PEDE2024,2024,3A,3A,2.5,2445,0.8644444444444445,1
RA-1517,,Aluno-1517,PEDE2024,2024,3A,3A,5.0,2446,0.8311111111111111,1
RA-1518,,Aluno-1518,PEDE2024,2024,3A,3A,5.0,2447,0.8822222222222222,1
RA-227,,Aluno-227,PEDE2024,2024,3A,3A,10.0,2448,0.36444444444444446,0
RA-487,,Aluno-487,PEDE2024,2024,3A,3A,10.0,2449,0.49333333333333335,0
RA-1076,,Aluno-1076,PEDE2024,2024,3A,3A,10.0,2450,0.44666666666666666,0
RA-1084,,Aluno-1084,PEDE2024,2024,3A,3A,10.0,2451,0.4266666666666667,0
RA-1519,,Aluno-1519,PEDE2024,2024,3A,3A,10.0,2452,0.7444444444444445,1
RA-490,,Aluno-490,PEDE2024,2024,3A,3A,10.0,2453,0.35555555555555557,0
RA-346,,Aluno-346,PEDE2024,2024,3A,3A,10.0,2454,0.29555555555555557,0
RA-546,,Aluno-546,PEDE2024,2024,3B,3B,10.0,2455,0.4488888888888889,0
RA-1087,,Aluno-1087,PEDE2024,2024,3B,3B,10.0,2456,0.4066666666666667,0
RA-493,,Aluno-493,PEDE2024,2024,3B,3B,10.0,2457,0.4,0
RA-1520,,Aluno-1520,PEDE2024,2024,3B,3B,5.0,2458,0.8155555555555556,1
RA-1072,,Aluno-1072,PEDE2024,2024,3B,3B,10.0,2459,0.47555555555555556,0
RA-1521,,Aluno-1521,PEDE2024,2024,3B,3B,5.0,2460,0.6977777777777778,1
RA-536,,Aluno-536,PEDE2024,2024,3B,3B,10.0,2461,0.33111111111111113,0
RA-1079,,Aluno-1079,PEDE2024,2024,3B,3B,10.0,2462,0.4088888888888889,0
RA-331,,Aluno-331,PEDE2024,2024,3B,3B,5.0,2463,0.7666666666666667,1
RA-1522,,Aluno-1522,PEDE2024,2024,3B,3B,10.0,2464,0.5688888888888889,0
RA-1096,,Aluno-1096,PEDE2024,2024,3B,3B,10.0,2465,0.52,0
RA-513,,Aluno-513,PEDE2024,2024,3B,3B,10.0,2466,0.4444444444444444,0
RA-531,,Aluno-531,PEDE2024,2024,3B,3B,10.0,2467,0.20444444444444446,0
RA-1523,,Aluno-1523,PEDE2024,2024,3B,3B,10.0,2468,0.5711111111111111,0
RA-1524,,Aluno-1524,PEDE2024,2024,3B,3B,5.0,2469,0.7222222222222222,1
RA-1147,,Aluno-1147,PEDE2024,2024,3B,3B,5.0,2470,0.8355555555555556,1
RA-479,,Aluno-479,PEDE2024,2024,3C,3C,10.0,2471,0.28,0
RA-517,,Aluno-517,PEDE2024,2024,3C,3C,10.0,2472,0.58,0
RA-325,,Aluno-325,PEDE2024,2024,3C,3C,10.0,2473,0.8222222222222222,1
RA-1525,,Aluno-1525,PEDE2024,2024,3C,3C,10.0,2474,0.6622222222222223,1
RA-518,,Aluno-518,PEDE2024,2024,3C,3C,10.0,2475,0.48,0
RA-1146,,Aluno-1146,PEDE2024,2024,3C,3C,5.0,2476,0.82,1
RA-530,,Aluno-530,PEDE2024,2024,3C,3C,10.0,2477,0.4488888888888889,0
RA-524,,Aluno-524,PEDE2024,2024,3C,3C,10.0,2478,0.7488888888888889,1
RA-578,,Aluno-578,PEDE2024,2024,3C,3C,10.0,2479,0.22444444444444445,0
RA-526,,Aluno-526,PEDE2024,2024,3C,3C,5.0,2480,0.6533333333333333,1
RA-528,,Aluno-528,PEDE2024,2024,3C,3C,10.0,2481,0.8044444444444444,1
RA-516,,Aluno-516,PEDE2024,2024,3C,3C,10.0,2482,0.24888888888888888,0
RA-534,,Aluno-534,PEDE2024,2024,3C,3C,10.0,2483,0.72,1
RA-1097,,Aluno-1097,PEDE2024,2024,3C,3C,5.0,2484,0.7355555555555555,1
RA-360,,Aluno-360,PEDE2024,2024,3C,3C,5.0,2485,0.8133333333333334,1
RA-1526,,Aluno-1526,PEDE2024,2024,3D,3D,10.0,2486,0.5311111111111111,0
RA-1077,,Aluno-1077,PEDE2024,2024,3D,3D,10.0,2487,0.5177777777777778,0
RA-508,,Aluno-508,PEDE2024,2024,3D,3D,10.0,2488,0.4022222222222222,0
RA-363,,Aluno-363,PEDE2024,2024,3D,3D,10.0,2489,0.6777777777777778,1
RA-340,,Aluno-340,PEDE2024,2024,3D,3D,10.0,2490,0.3466666666666667,0
RA-1527,,Aluno-1527,PEDE2024,2024,3D,3D,10.0,2491,0.6577777777777778,1
RA-509,,Aluno-509,PEDE2024,2024,3D,3D,10.0,2492,0.17555555555555555,0
RA-500,,Aluno-500,PEDE2024,2024,3D,3D,10.0,2493,0.10444444444444445,0
RA-1528,,Aluno-1528,PEDE2024,2024,3D,3D,10.0,2494,0.4777777777777778,0
RA-1089,,Aluno-1089,PEDE2024,2024,3D,3D,10.0,2495,0.43777777777777777,0
RA-1090,,Aluno-1090,PEDE2024,2024,3D,3D,10.0,2496,0.6244444444444445,1
RA-503,,Aluno-503,PEDE2024,2024,3D,3D,10.0,2497,0.27555555555555555,0
RA-1093,,Aluno-1093,PEDE2024,2024,3D,3D,10.0,2498,0.6777777777777778,1
RA-1094,,Aluno-1094,PEDE2024,2024,3D,3D,10.0,2499,0.19111111111111112,0
RA-1095,,Aluno-1095,PEDE2024,2024,3D,3D,10.0,2500,0.6244444444444445,1
RA-1098,,Aluno-1098,PEDE2024,2024,3D,3D,10.0,2501,0.6155555555555555,1
RA-1106,,Aluno-1106,PEDE2024,2024,3F,3F,10.0,2502,0.4266666666666667,0
RA-568,,Aluno-568,PEDE2024,2024,3F,3F,5.0,2503,0.6044444444444445,1
RA-558,,Aluno-558,PEDE2024,2024,3F,3F,5.0,2504,0.8977777777777778,1
RA-559,,Aluno-559,PEDE2024,2024,3F,3F,10.0,2505,0.4066666666666667,0
RA-1529,,Aluno-1529,PEDE2024,2024,3F,3F,5.0,2506,0.68,1
RA-1111,,Aluno-1111,PEDE2024,2024,3F,3F,10.0,2507,0.39555555555555555,0
RA-1108,,Aluno-1108,PEDE2024,2024,3F,3F,10.0,2508,0.4822222222222222,0
RA-542,,Aluno-542,PEDE2024,2024,3F,3F,10.0,2509,0.45555555555555555,0
RA-543,,Aluno-543,PEDE2024,2024,3F,3F,10.0,2510,0.2866666666666667,0
RA-1530,,Aluno-1530,PEDE2024,2024,3F,3F,10.0,2511,0.5844444444444444,0
RA-555,,Aluno-555,PEDE2024,2024,3F,3F,5.0,2512,0.7622222222222222,1
RA-1531,,Aluno-1531,PEDE2024,2024,3F,3F,5.0,2513,0.6422222222222222,1
RA-1099,,Aluno-1099,PEDE2024,2024,3G,3G,10.0,2514,0.6666666666666666,1
RA-1154,,Aluno-1154,PEDE2024,2024,3G,3G,5.0,2515,0.6666666666666666,1
RA-1100,,Aluno-1100,PEDE2024,2024,3G,3G,10.0,2516,0.29333333333333333,0
RA-381,,Aluno-381,PEDE2024,2024,3G,3G,5.0,2517,0.9155555555555556,1
RA-364,,Aluno-364,PEDE2024,2024,3G,3G,10.0,2518,0.15555555555555556,0
RA-539,,Aluno-539,PEDE2024,2024,3G,3G,10.0,2519,0.4088888888888889,0
RA-573,,Aluno-573,PEDE2024,2024,3G,3G,10.0,2520,0.2777777777777778,0
RA-1107,,Aluno-1107,PEDE2024,2024,3G,3G,10.0,2521,0.4,0
RA-368,,Aluno-368,PEDE2024,2024,3G,3G,5.0,2522,0.7244444444444444,1
RA-387,,Aluno-387,PEDE2024,2024,3G,3G,5.0,2523,0.8666666666666667,1
RA-556,,Aluno-556,PEDE2024,2024,3G,3G,10.0,2524,0.34444444444444444,0
RA-389,,Aluno-389,PEDE2024,2024,3G,3G,10.0,2525,0.3,0
RA-390,,Aluno-390,PEDE2024,2024,3G,3G,10.0,2526,0.4888888888888889,0
RA-376,,Aluno-376,PEDE2024,2024,3G,3G,5.0,2527,0.5422222222222223,0
RA-584,,Aluno-584,PEDE2024,2024,3G,3G,10.0,2528,0.40444444444444444,0
RA-535,,Aluno-535,PEDE2024,2024,3H,3H,10.0,2529,0.3288888888888889,0
RA-547,,Aluno-547,PEDE2024,2024,3H,3H,10.0,2530,0.45111111111111113,0
RA-557,,Aluno-557,PEDE2024,2024,3H,3H,10.0,2531,0.6333333333333333,1
RA-548,,Aluno-548,PEDE2024,2024,3H,3H,10.0,2532,0.47555555555555556,0
RA-1102,,Aluno-1102,PEDE2024,2024,3H,3H,10.0,2533,0.6355555555555555,1
RA-1532,,Aluno-1532,PEDE2024,2024,3H,3H,5.0,2534,0.7355555555555555,1
RA-538,,Aluno-538,PEDE2024,2024,3H,3H,5.0,2535,0.86,1
RA-365,,Aluno-365,PEDE2024,2024,3H,3H,10.0,2536,0.28,0
RA-563,,Aluno-563,PEDE2024,2024,3H,3H,10.0,2537,0.6622222222222223,1
RA-1157,,Aluno-1157,PEDE2024,2024,3H,3H,5.0,2538,0.4311111111111111,0
RA-258,,Aluno-258,PEDE2024,2024,3H,3H,10.0,2539,0.35555555555555557,0
RA-369,,Aluno-369,PEDE2024,2024,3H,3H,10.0,2540,0.5266666666666666,0
RA-375,,Aluno-375,PEDE2024,2024,3H,3H,10.0,2541,0.4266666666666667,0
RA-1533,,Aluno-1533,PEDE2024,2024,3I,3I,10.0,2542,0.6844444444444444,1
RA-1534,,Aluno-1534,PEDE2024,2024,3I,3I,10.0,2543,0.5155555555555555,0
RA-1160,,Aluno-1160,PEDE2024,2024,3I,3I,5.0,2544,0.6511111111111111,1
RA-562,,Aluno-562,PEDE2024,2024,3I,3I,10.0,2545,0.5266666666666666,0
RA-1112,,Aluno-1112,PEDE2024,2024,3I,3I,10.0,2546,0.41333333333333333,0
RA-1535,,Aluno-1535,PEDE2024,2024,3I,3I,10.0,2547,0.5044444444444445,0
RA-1536,,Aluno-1536,PEDE2024,2024,3I,3I,5.0,2548,0.7066666666666667,1
RA-357,,Aluno-357,PEDE2024,2024,3I,3I,5.0,2549,0.66,1
RA-583,,Aluno-583,PEDE2024,2024,3I,3I,10.0,2550,0.3488888888888889,0
RA-1537,,Aluno-1537,PEDE2024,2024,3I,3I,5.0,2551,0.7577777777777778,1
RA-599,,Aluno-599,PEDE2024,2024,3K,3K,10.0,2552,0.54,0
RA-651,,Aluno-651,PEDE2024,2024,3K,3K,10.0,2553,0.7777777777777778,1
RA-1131,,Aluno-1131,PEDE2024,2024,3K,3K,10.0,2554,0.7533333333333333,1
RA-403,,Aluno-403,PEDE2024,2024,3K,3K,10.0,2555,0.8355555555555556,1
RA-1538,,Aluno-1538,PEDE2024,2024,3K,3K,10.0,2556,0.8933333333333333,1
RA-469,,Aluno-469,PEDE2024,2024,3K,3K,10.0,2557,0.41333333333333333,0
RA-1121,,Aluno-1121,PEDE2024,2024,3K,3K,10.0,2558,0.72,1
RA-1122,,Aluno-1122,PEDE2024,2024,3K,3K,10.0,2559,0.7466666666666667,1
RA-422,,Aluno-422,PEDE2024,2024,3K,3K,5.0,2560,0.7688888888888888,1
RA-1117,,Aluno-1117,PEDE2024,2024,3K,3K,10.0,2561,0.5533333333333333,0
RA-1539,,Aluno-1539,PEDE2024,2024,3K,3K,10.0,2562,0.7822222222222223,1
RA-618,,Aluno-618,PEDE2024,2024,3K,3K,5.0,2563,0.82,1
RA-669,,Aluno-669,PEDE2024,2024,3K,3K,10.0,2564,0.5022222222222222,0
RA-408,,Aluno-408,PEDE2024,2024,3K,3K,10.0,2565,0.7377777777777778,1
RA-610,,Aluno-610,PEDE2024,2024,3K,3K,10.0,2566,0.4444444444444444,0
RA-409,,Aluno-409,PEDE2024,2024,3K,3K,10.0,2567,0.5777777777777777,0
RA-464,,Aluno-464,PEDE2024,2024,3L,3L,5.0,2568,0.7955555555555556,1
RA-1165,,Aluno-1165,PEDE2024,2024,3L,3L,10.0,2569,0.5311111111111111,0
RA-466,,Aluno-466,PEDE2024,2024,3L,3L,5.0,2570,0.8622222222222222,1
RA-414,,Aluno-414,PEDE2024,2024,3L,3L,10.0,2571,0.4577777777777778,0
RA-401,,Aluno-401,PEDE2024,2024,3L,3L,10.0,2572,0.5222222222222223,0
RA-1141,,Aluno-1141,PEDE2024,2024,3L,3L,10.0,2573,0.44666666666666666,0
RA-592,,Aluno-592,PEDE2024,2024,3L,3L,10.0,2574,0.30666666666666664,0
RA-474,,Aluno-474,PEDE2024,2024,3L,3L,5.0,2575,0.9111111111111111,1
RA-602,,Aluno-602,PEDE2024,2024,3L,3L,10.0,2576,0.45111111111111113,0
RA-666,,Aluno-666,PEDE2024,2024,3L,3L,10.0,2577,0.38666666666666666,0
RA-604,,Aluno-604,PEDE2024,2024,3L,3L,10.0,2578,0.32666666666666666,0
RA-476,,Aluno-476,PEDE2024,2024,3L,3L,10.0,2579,0.38666666666666666,0
RA-423,,Aluno-423,PEDE2024,2024,3L,3L,10.0,2580,0.5377777777777778,0
RA-631,,Aluno-631,PEDE2024,2024,3L,3L,10.0,2581,0.49777777777777776,0
RA-658,,Aluno-658,PEDE2024,2024,3M,3M,10.0,2582,0.2866666666666667,0
RA-1540,,Aluno-1540,PEDE2024,2024,3M,3M,5.0,2583,0.72,1
RA-1541,,Aluno-1541,PEDE2024,2024,3M,3M,10.0,2584,0.5777777777777777,0
RA-1114,,Aluno-1114,PEDE2024,2024,3M,3M,10.0,2585,0.33111111111111113,0
RA-662,,Aluno-662,PEDE2024,2024,3M,3M,10.0,2586,0.2644444444444444,0
RA-760,,Aluno-760,PEDE2024,2024,3M,3M,10.0,2587,0.3933333333333333,0
RA-1542,,Aluno-1542,PEDE2024,2024,3M,3M,5.0,2588,0.8422222222222222,1
RA-404,,Aluno-404,PEDE2024,2024,3M,3M,10.0,2589,0.5133333333333333,0
RA-1119,,Aluno-1119,PEDE2024,2024,3M,3M,5.0,2590,0.7311111111111112,1
