ra,nome,nome_anonimizado,origem_aba,ano_pede,fase,turma,ian,indice_registro,probabilidade_risco,predicao_limiar_otimo
RA-760,Aluno-760,,PEDE2022,2022,0,L,5.0,759,0.9844444444444445,1
RA-761,Aluno-761,,PEDE2022,2022,0,L,5.0,760,0.9888888888888889,1
RA-762,Aluno-762,,PEDE2022,2022,0,L,2.5,761,0.9888888888888889,1
RA-763,Aluno-763,,PEDE2022,2022,0,L,5.0,762,0.9866666666666667,1
RA-764,Aluno-764,,PEDE2022,2022,0,L,10.0,763,0.0,0
RA-765,Aluno-765,,PEDE2022,2022,0,L,5.0,764,0.9488888888888889,1
RA-766,Aluno-766,,PEDE2022,2022,0,L,5.0,765,0.9666666666666667,1
RA-767,Aluno-767,,PEDE2022,2022,0,L,5.0,766,0.9955555555555555,1
RA-768,Aluno-768,,PEDE2022,2022,0,L,5.0,767,0.9911111111111112,1
RA-769,Aluno-769,,PEDE2022,2022,0,M,5.0,768,0.9977777777777778,1
RA-770,Aluno-770,,PEDE2022,2022,0,M,10.0,769,0.0022222222222222222,0
RA-771,Aluno-771,,PEDE2022,2022,0,M,10.0,770,0.0044444444444444444,0
RA-772,Aluno-772,,PEDE2022,2022,0,M,5.0,771,0.9533333333333334,1
RA-773,Aluno-773,,PEDE2022,2022,0,M,5.0,772,0.9955555555555555,1
RA-774,Aluno-774,,PEDE2022,2022,0,M,10.0,773,0.0022222222222222222,0
RA-775,Aluno-775,,PEDE2022,2022,0,N,5.0,774,0.9688888888888889,1
RA-776,Aluno-776,,PEDE2022,2022,0,N,5.0,775,0.9555555555555556,1
RA-777,Aluno-777,,PEDE2022,2022,0,N,10.0,776,0.0022222222222222222,0
RA-778,Aluno-778,,PEDE2022,2022,0,N,5.0,777,0.9822222222222222,1
RA-779,Aluno-779,,PEDE2022,2022,0,N,5.0,778,0.9866666666666667,1
RA-780,Aluno-780,,PEDE2022,2022,0,N,5.0,779,0.9844444444444445,1
RA-781,Aluno-781,,PEDE2022,2022,0,N,5.0,780,0.9666666666666667,1
RA-782,Aluno-782,,PEDE2022,2022,0,N,10.0,781,0.0044444444444444444,0
RA-783,Aluno-783,,PEDE2022,2022,0,N,10.0,782,0.0,0
RA-784,Aluno-784,,PEDE2022,2022,0,O,5.0,783,0.8711111111111111,1
RA-785,Aluno-785,,PEDE2022,2022,0,O,5.0,784,0.9977777777777778,1
RA-786,Aluno-786,,PEDE2022,2022,0,O,5.0,785,0.9533333333333334,1
RA-787,Aluno-787,,PEDE2022,2022,0,O,10.0,786,0.013333333333333334,0
RA-788,Aluno-788,,PEDE2022,2022,0,O,10.0,787,0.0,0
RA-789,Aluno-789,,PEDE2022,2022,0,O,10.0,788,0.0044444444444444444,0
RA-790,Aluno-790,,PEDE2022,2022,0,O,5.0,789,0.9977777777777778,1
RA-791,Aluno-791,,PEDE2022,2022,0,O,5.0,790,0.9888888888888889,1
RA-792,Aluno-792,,PEDE2022,2022,0,O,5.0,791,0.9866666666666667,1
RA-793,Aluno-793,,PEDE2022,2022,0,O,5.0,792,0.9933333333333333,1
RA-794,Aluno-794,,PEDE2022,2022,0,O,10.0,793,0.0022222222222222222,0
RA-795,Aluno-795,,PEDE2022,2022,0,O,10.0,794,0.0,0
RA-796,Aluno-796,,PEDE2022,2022,0,Q,5.0,795,0.9622222222222222,1
RA-797,Aluno-797,,PEDE2022,2022,0,Q,5.0,796,0.9977777777777778,1
RA-798,Aluno-798,,PEDE2022,2022,0,Q,5.0,797,0.9888888888888889,1
RA-799,Aluno-799,,PEDE2022,2022,0,Q,5.0,798,0.9888888888888889,1
RA-800,Aluno-800,,PEDE2022,2022,0,Q,10.0,799,0.006666666666666667,0
RA-801,Aluno-801,,PEDE2022,2022,0,Q,5.0,800,0.9911111111111112,1
RA-802,Aluno-802,,PEDE2022,2022,0,Q,5.0,801,0.9933333333333333,1
RA-803,Aluno-803,,PEDE2022,2022,0,Q,5.0,802,0.9911111111111112,1
RA-804,Aluno-804,,PEDE2022,2022,0,Q,5.0,803,0.9866666666666667,1
RA-805,Aluno-805,,PEDE2022,2022,0,R,10.0,804,0.0044444444444444444,0
RA-806,Aluno-806,,PEDE2022,2022,0,R,10.0,805,0.0,0
RA-807,Aluno-807,,PEDE2022,2022,0,R,10.0,806,0.0,0
RA-808,Aluno-808,,PEDE2022,2022,0,R,10.0,807,0.0044444444444444444,0
RA-809,Aluno-809,,PEDE2022,2022,0,R,10.0,808,0.0022222222222222222,0
RA-810,Aluno-810,,PEDE2022,2022,0,R,10.0,809,0.0044444444444444444,0
RA-811,Aluno-811,,PEDE2022,2022,0,R,5.0,810,0.9866666666666667,1
RA-812,Aluno-812,,PEDE2022,2022,0,R,10.0,811,0.006666666666666667,0
RA-813,Aluno-813,,PEDE2022,2022,0,S,10.0,812,0.0022222222222222222,0
RA-814,Aluno-814,,PEDE2022,2022,0,S,5.0,813,0.9955555555555555,1
RA-815,Aluno-815,,PEDE2022,2022,0,S,5.0,814,0.9866666666666667,1
RA-816,Aluno-816,,PEDE2022,2022,0,S,5.0,815,0.9288888888888889,1
RA-817,Aluno-817,,PEDE2022,2022,0,S,10.0,816,0.0,0
RA-818,Aluno-818,,PEDE2022,2022,0,S,10.0,817,0.0044444444444444444,0
RA-819,Aluno-819,,PEDE2022,2022,0,S,10.0,818,0.0,0
RA-820,Aluno-820,,PEDE2022,2022,0,T,5.0,819,0.96,1
RA-821,Aluno-821,,PEDE2022,2022,0,T,5.0,820,0.9822222222222222,1
RA-822,Aluno-822,,PEDE2022,2022,0,T,5.0,821,0.9777777777777777,1
RA-823,Aluno-823,,PEDE2022,2022,0,T,5.0,822,0.9688888888888889,1
RA-824,Aluno-824,,PEDE2022,2022,0,T,10.0,823,0.008888888888888889,0
RA-825,Aluno-825,,PEDE2022,2022,0,T,5.0,824,0.9911111111111112,1
RA-826,Aluno-826,,PEDE2022,2022,0,U,10.0,825,0.0,0
RA-827,Aluno-827,,PEDE2022,2022,0,U,5.0,826,1.0,1
RA-828,Aluno-828,,PEDE2022,2022,0,U,5.0,827,0.9933333333333333,1
RA-829,Aluno-829,,PEDE2022,2022,0,U,10.0,828,0.0,0
RA-830,Aluno-830,,PEDE2022,2022,0,U,5.0,829,0.96,1
RA-831,Aluno-831,,PEDE2022,2022,0,U,5.0,830,0.9955555555555555,1
RA-832,Aluno-832,,PEDE2022,2022,0,U,5.0,831,0.9733333333333334,1
RA-833,Aluno-833,,PEDE2022,2022,0,U,5.0,832,0.9644444444444444,1
RA-834,Aluno-834,,PEDE2022,2022,0,U,5.0,833,0.9955555555555555,1
RA-835,Aluno-835,,PEDE2022,2022,0,V,10.0,834,0.0044444444444444444,0
RA-836,Aluno-836,,PEDE2022,2022,0,V,5.0,835,0.9888888888888889,1
RA-837,Aluno-837,,PEDE2022,2022,0,V,10.0,836,0.0022222222222222222,0
RA-838,Aluno-838,,PEDE2022,2022,0,V,5.0,837,0.9911111111111112,1
RA-839,Aluno-839,,PEDE2022,2022,0,V,5.0,838,0.9133333333333333,1
RA-840,Aluno-840,,PEDE2022,2022,0,V,10.0,839,0.006666666666666667,0
RA-841,Aluno-841,,PEDE2022,2022,0,V,5.0,840,0.9955555555555555,1
RA-842,Aluno-842,,PEDE2022,2022,0,Y,10.0,841,0.0022222222222222222,0
RA-843,Aluno-843,,PEDE2022,2022,0,Y,10.0,842,0.006666666666666667,0
RA-844,Aluno-844,,PEDE2022,2022,0,Y,10.0,843,0.028888888888888888,0
RA-845,Aluno-845,,PEDE2022,2022,0,Y,10.0,844,0.0044444444444444444,0
RA-846,Aluno-846,,PEDE2022,2022,0,Y,10.0,845,0.006666666666666667,0
RA-847,Aluno-847,,PEDE2022,2022,0,Y,5.0,846,0.9733333333333334,1
RA-848,Aluno-848,,PEDE2022,2022,0,Y,5.0,847,0.9911111111111112,1
RA-849,Aluno-849,,PEDE2022,2022,0,Y,5.0,848,0.9911111111111112,1
RA-850,Aluno-850,,PEDE2022,2022,0,Y,10.0,849,0.0,0
RA-851,Aluno-851,,PEDE2022,2022,0,Y,10.0,850,0.0,0
RA-852,Aluno-852,,PEDE2022,2022,0,Z,10.0,851,0.02,0
RA-853,Aluno-853,,PEDE2022,2022,0,Z,10.0,852,0.0044444444444444444,0
RA-854,Aluno-854,,PEDE2022,2022,0,Z,10.0,853,0.0022222222222222222,0
RA-855,Aluno-855,,PEDE2022,2022,0,Z,5.0,854,0.9155555555555556,1
RA-856,Aluno-856,,PEDE2022,2022,0,Z,10.0,855,0.0,0
RA-857,Aluno-857,,PEDE2022,2022,0,Z,5.0,856,0.98,1
RA-858,Aluno-858,,PEDE2022,2022,0,Z,10.0,857,0.0022222222222222222,0
RA-859,Aluno-859,,PEDE2022,2022,0,Z,10.0,858,0.0,0
RA-860,Aluno-860,,PEDE2022,2022,0,Z,10.0,859,0.0,0
RA-861,,Aluno-861,PEDE2023,2023,ALFA,ALFA A - G0/G1,10.0,860,0.011111111111111112,0
RA-862,,Aluno-862,PEDE2023,2023,ALFA,ALFA A - G0/G1,5.0,861,0.9777777777777777,1
RA-863,,Aluno-863,PEDE2023,2023,ALFA,ALFA A - G0/G1,10.0,862,0.051111111111111114,0
RA-864,,Aluno-864,PEDE2023,2023,ALFA,ALFA A - G0/G1,10.0,863,0.044444444444444446,0
RA-865,,Aluno-865,PEDE2023,2023,ALFA,ALFA A - G0/G1,10.0,864,0.0044444444444444444,0
RA-866,,Aluno-866,PEDE2023,2023,ALFA,ALFA A - G0/G1,10.0,865,0.024444444444444446,0
RA-867,,Aluno-867,PEDE2023,2023,ALFA,ALFA A - G0/G1,10.0,866,0.006666666666666667,0
RA-868,,Aluno-868,PEDE2023,2023,ALFA,ALFA A - G0/G1,10.0,867,0.0,0
RA-869,,Aluno-869,PEDE2023,2023,ALFA,ALFA A - G0/G1,10.0,868,0.011111111111111112,0
RA-870,,Aluno-870,PEDE2023,2023,ALFA,ALFA A - G0/G1,5.0,869,0.9222222222222223,1
RA-871,,Aluno-871,PEDE2023,2023,ALFA,ALFA B - G2/G3,5.0,870,0.98,1
RA-872,,Aluno-872,PEDE2023,2023,ALFA,ALFA B - G2/G3,5.0,871,0.9333333333333333,1
RA-873,,Aluno-873,PEDE2023,2023,ALFA,ALFA B - G2/G3,5.0,872,0.9755555555555555,1
RA-874,,Aluno-874,PEDE2023,2023,ALFA,ALFA B - G2/G3,5.0,873,0.9511111111111111,1
RA-875,,Aluno-875,PEDE2023,2023,ALFA,ALFA B - G2/G3,5.0,874,0.9066666666666666,1
RA-876,,Aluno-876,PEDE2023,2023,ALFA,ALFA B - G2/G3,10.0,875,0.0,0
RA-877,,Aluno-877,PEDE2023,2023,ALFA,ALFA B - G2/G3,5.0,876,0.9711111111111111,1
RA-878,,Aluno-878,PEDE2023,2023,ALFA,ALFA B - G2/G3,5.0,877,0.9711111111111111,1
RA-879,,Aluno-879,PEDE2023,2023,ALFA,ALFA B - G2/G3,5.0,878,0.9644444444444444,1
RA-880,,Aluno-880,PEDE2023,2023,ALFA,ALFA B - G2/G3,10.0,879,0.03333333333333333,0
RA-881,,Aluno-881,PEDE2023,2023,ALFA,ALFA B - G2/G3,10.0,880,0.008888888888888889,0
RA-882,,Aluno-882,PEDE2023,2023,ALFA,ALFA C - G0/G1,10.0,881,0.07111111111111111,0
RA-883,,Aluno-883,PEDE2023,2023,ALFA,ALFA C - G0/G1,10.0,882,0.0022222222222222222,0
RA-884,,Aluno-884,PEDE2023,2023,ALFA,ALFA C - G0/G1,10.0,883,0.006666666666666667,0
RA-885,,Aluno-885,PEDE2023,2023,ALFA,ALFA C - G0/G1,10.0,884,0.0022222222222222222,0
RA-886,,Aluno-886,PEDE2023,2023,ALFA,ALFA C - G0/G1,10.0,885,0.006666666666666667,0
RA-887,,Aluno-887,PEDE2023,2023,ALFA,ALFA C - G0/G1,10.0,886,0.013333333333333334,0
RA-888,,Aluno-888,PEDE2023,2023,ALFA,ALFA C - G0/G1,10.0,887,0.0,0
RA-889,,Aluno-889,PEDE2023,2023,ALFA,ALFA C - G0/G1,10.0,888,0.0044444444444444444,0
RA-890,,Aluno-890,PEDE2023,2023,ALFA,ALFA C - G0/G1,10.0,889,0.011111111111111112,0
RA-891,,Aluno-891,PEDE2023,2023,ALFA,ALFA C - G0/G1,5.0,890,0.8888888888888888,1
RA-684,,Aluno-684,PEDE2023,2023,ALFA,ALFA D - G2/G3,10.0,891,0.022222222222222223,0
RA-892,,Aluno-892,PEDE2023,2023,ALFA,ALFA D - G2/G3,10.0,892,0.006666666666666667,0
RA-857,,Aluno-857,PEDE2023,2023,ALFA,ALFA D - G2/G3,5.0,893,0.9733333333333334,1
RA-893,,Aluno-893,PEDE2023,2023,ALFA,ALFA D - G2/G3,5.0,894,0.9733333333333334,1
RA-894,,Aluno-894,PEDE2023,2023,ALFA,ALFA D - G2/G3,5.0,895,0.9777777777777777,1
RA-690,,Aluno-690,PEDE2023,2023,ALFA,ALFA D - G2/G3,5.0,896,0.9577777777777777,1
RA-895,,Aluno-895,PEDE2023,2023,ALFA,ALFA D - G2/G3,10.0,897,0.0044444444444444444,0
RA-896,,Aluno-896,PEDE2023,2023,ALFA,ALFA D - G2/G3,10.0,898,0.0,0
RA-693,,Aluno-693,PEDE2023,2023,ALFA,ALFA D - G2/G3,10.0,899,0.015555555555555555,0
RA-675,,Aluno-675,PEDE2023,2023,ALFA,ALFA D - G2/G3,10.0,900,0.0044444444444444444,0
RA-850,,Aluno-850,PEDE2023,2023,ALFA,ALFA D - G2/G3,5.0,901,0.9311111111111111,1
RA-897,,Aluno-897,PEDE2023,2023,ALFA,ALFA D - G2/G3,5.0,902,0.9577777777777777,1
RA-842,,Aluno-842,PEDE2023,2023,ALFA,ALFA E - G2/G3,5.0,903,0.9533333333333334,1
RA-898,,Aluno-898,PEDE2023,2023,ALFA,ALFA E - G2/G3,5.0,904,0.92,1
RA-899,,Aluno-899,PEDE2023,2023,ALFA,ALFA E - G2/G3,10.0,905,0.011111111111111112,0
RA-900,,Aluno-900,PEDE2023,2023,ALFA,ALFA E - G2/G3,10.0,906,0.0022222222222222222,0
RA-846,,Aluno-846,PEDE2023,2023,ALFA,ALFA E - G2/G3,10.0,907,0.006666666666666667,0
RA-901,,Aluno-901,PEDE2023,2023,ALFA,ALFA E - G2/G3,5.0,908,0.9733333333333334,1
RA-743,,Aluno-743,PEDE2023,2023,ALFA,ALFA E - G2/G3,5.0,909,0.9733333333333334,1
RA-681,,Aluno-681,PEDE2023,2023,ALFA,ALFA E - G2/G3,5.0,910,0.9711111111111111,1
RA-902,,Aluno-902,PEDE2023,2023,ALFA,ALFA E - G2/G3,2.5,911,0.9422222222222222,1
RA-903,,Aluno-903,PEDE2023,2023,ALFA,ALFA E - G2/G3,10.0,912,0.0,0
RA-851,,Aluno-851,PEDE2023,2023,ALFA,ALFA E - G2/G3,5.0,913,0.9688888888888889,1
RA-847,,Aluno-847,PEDE2023,2023,ALFA,ALFA E - G2/G3,5.0,914,0.9755555555555555,1
RA-904,,Aluno-904,PEDE2023,2023,ALFA,ALFA F - G0/G1,10.0,915,0.0022222222222222222,0
RA-858,,Aluno-858,PEDE2023,2023,ALFA,ALFA F - G0/G1,10.0,916,0.05333333333333334,0
RA-905,,Aluno-905,PEDE2023,2023,ALFA,ALFA F - G0/G1,5.0,917,0.9666666666666667,1
RA-702,,Aluno-702,PEDE2023,2023,ALFA,ALFA F - G0/G1,5.0,918,0.8955555555555555,1
RA-725,,Aluno-725,PEDE2023,2023,ALFA,ALFA F - G0/G1,5.0,919,0.9377777777777778,1
RA-906,,Aluno-906,PEDE2023,2023,ALFA,ALFA F - G0/G1,10.0,920,0.0,0
RA-907,,Aluno-907,PEDE2023,2023,ALFA,ALFA F - G0/G1,10.0,921,0.0022222222222222222,0
RA-908,,Aluno-908,PEDE2023,2023,ALFA,ALFA F - G0/G1,10.0,922,0.006666666666666667,0
RA-909,,Aluno-909,PEDE2023,2023,ALFA,ALFA F - G0/G1,5.0,923,0.9711111111111111,1
RA-708,,Aluno-708,PEDE2023,2023,ALFA,ALFA F - G0/G1,5.0,924,0.92,1
RA-910,,Aluno-910,PEDE2023,2023,ALFA,ALFA F - G0/G1,10.0,925,0.06,0
RA-671,,Aluno-671,PEDE2023,2023,ALFA,ALFA G - G2/G3,5.0,926,0.9711111111111111,1
RA-836,,Aluno-836,PEDE2023,2023,ALFA,ALFA G - G2/G3,5.0,927,0.9755555555555555,1
RA-911,,Aluno-911,PEDE2023,2023,ALFA,ALFA G - G2/G3,5.0,928,0.9755555555555555,1
RA-860,,Aluno-860,PEDE2023,2023,ALFA,ALFA G - G2/G3,10.0,929,0.0044444444444444444,0
RA-727,,Aluno-727,PEDE2023,2023,ALFA,ALFA G - G2/G3,5.0,930,0.9644444444444444,1
RA-739,,Aluno-739,PEDE2023,2023,ALFA,ALFA G - G2/G3,5.0,931,0.9977777777777778,1
RA-740,,Aluno-740,PEDE2023,2023,ALFA,ALFA G - G2/G3,5.0,932,0.9755555555555555,1
RA-912,,Aluno-912,PEDE2023,2023,ALFA,ALFA G - G2/G3,5.0,933,0.9733333333333334,1
RA-706,,Aluno-706,PEDE2023,2023,ALFA,ALFA G - G2/G3,5.0,934,0.9555555555555556,1
RA-840,,Aluno-840,PEDE2023,2023,ALFA,ALFA G - G2/G3,5.0,935,0.9866666666666667,1
RA-841,,Aluno-841,PEDE2023,2023,ALFA,ALFA G - G2/G3,5.0,936,0.94,1
RA-709,,Aluno-709,PEDE2023,2023,ALFA,ALFA G - G2/G3,5.0,937,0.9755555555555555,1
RA-913,,Aluno-913,PEDE2023,2023,ALFA,ALFA H - G0/G1,5.0,938,0.9866666666666667,1
RA-726,,Aluno-726,PEDE2023,2023,ALFA,ALFA H - G0/G1,10.0,939,0.0,0
RA-914,,Aluno-914,PEDE2023,2023,ALFA,ALFA H - G0/G1,10.0,940,0.0044444444444444444,0
RA-915,,Aluno-915,PEDE2023,2023,ALFA,ALFA H - G0/G1,10.0,941,0.0022222222222222222,0
RA-916,,Aluno-916,PEDE2023,2023,ALFA,ALFA H - G0/G1,5.0,942,0.9488888888888889,1
RA-917,,Aluno-917,PEDE2023,2023,ALFA,ALFA H - G0/G1,10.0,943,0.042222222222222223,0
RA-918,,Aluno-918,PEDE2023,2023,ALFA,ALFA H - G0/G1,10.0,944,0.006666666666666667,0
RA-919,,Aluno-919,PEDE2023,2023,ALFA,ALFA H - G0/G1,5.0,945,0.94,1
RA-920,,Aluno-920,PEDE2023,2023,ALFA,ALFA H - G0/G1,10.0,946,0.0044444444444444444,0
RA-921,,Aluno-921,PEDE2023,2023,ALFA,ALFA I - G2/G3,10.0,947,0.0022222222222222222,0
RA-922,,Aluno-922,PEDE2023,2023,ALFA,ALFA I - G2/G3,10.0,948,0.04666666666666667,0
RA-715,,Aluno-715,PEDE2023,2023,ALFA,ALFA I - G2/G3,5.0,949,0.9644444444444444,1
RA-822,,Aluno-822,PEDE2023,2023,ALFA,ALFA I - G2/G3,5.0,950,0.9822222222222222,1
RA-923,,Aluno-923,PEDE2023,2023,ALFA,ALFA I - G2/G3,10.0,951,0.0044444444444444444,0
RA-742,,Aluno-742,PEDE2023,2023,ALFA,ALFA I - G2/G3,5.0,952,0.9377777777777778,1
RA-924,,Aluno-924,PEDE2023,2023,ALFA,ALFA I - G2/G3,10.0,953,0.0044444444444444444,0
RA-925,,Aluno-925,PEDE2023,2023,ALFA,ALFA I - G2/G3,10.0,954,0.006666666666666667,0
RA-853,,Aluno-853,PEDE2023,2023,ALFA,ALFA J - G2/G3,5.0,955,0.9,1
RA-854,,Aluno-854,PEDE2023,2023,ALFA,ALFA J - G2/G3,10.0,956,0.028888888888888888,0
RA-700,,Aluno-700,PEDE2023,2023,ALFA,ALFA J - G2/G3,5.0,957,0.9711111111111111,1
RA-701,,Aluno-701,PEDE2023,2023,ALFA,ALFA J - G2/G3,5.0,958,0.9422222222222222,1
RA-856,,Aluno-856,PEDE2023,2023,ALFA,ALFA J - G2/G3,10.0,959,0.04,0
RA-672,,Aluno-672,PEDE2023,2023,ALFA,ALFA J - G2/G3,5.0,960,0.9622222222222222,1
RA-859,,Aluno-859,PEDE2023,2023,ALFA,ALFA J - G2/G3,10.0,961,0.04888888888888889,0
RA-704,,Aluno-704,PEDE2023,2023,ALFA,ALFA J - G2/G3,5.0,962,0.9733333333333334,1
RA-741,,Aluno-741,PEDE2023,2023,ALFA,ALFA J - G2/G3,5.0,963,0.9555555555555556,1
RA-719,,Aluno-719,PEDE2023,2023,ALFA,ALFA J - G2/G3,5.0,964,0.9777777777777777,1
RA-926,,Aluno-926,PEDE2023,2023,ALFA,ALFA J - G2/G3,5.0,965,0.9222222222222223,1
RA-927,,Aluno-927,PEDE2023,2023,ALFA,ALFA J - G2/G3,5.0,966,0.9533333333333334,1
RA-928,,Aluno-928,PEDE2023,2023,ALFA,ALFA K - G0/G1,10.0,967,0.015555555555555555,0
RA-929,,Aluno-929,PEDE2023,2023,ALFA,ALFA K - G0/G1,10.0,968,0.0,0
RA-930,,Aluno-930,PEDE2023,2023,ALFA,ALFA K - G0/G1,10.0,969,0.0022222222222222222,0
RA-931,,Aluno-931,PEDE2023,2023,ALFA,ALFA K - G0/G1,10.0,970,0.04888888888888889,0
RA-932,,Aluno-932,PEDE2023,2023,ALFA,ALFA K - G0/G1,10.0,971,0.0,0
RA-933,,Aluno-933,PEDE2023,2023,ALFA,ALFA K - G0/G1,10.0,972,0.0,0
RA-934,,Aluno-934,PEDE2023,2023,ALFA,ALFA K - G0/G1,10.0,973,0.0022222222222222222,0
RA-935,,Aluno-935,PEDE2023,2023,ALFA,ALFA K - G0/G1,5.0,974,0.9133333333333333,1
RA-936,,Aluno-936,PEDE2023,2023,ALFA,ALFA K - G0/G1,10.0,975,0.006666666666666667,0
RA-937,,Aluno-937,PEDE2023,2023,ALFA,ALFA K - G0/G1,10.0,976,0.0022222222222222222,0
RA-756,,Aluno-756,PEDE2023,2023,ALFA,ALFA K - G0/G1,5.0,977,0.9777777777777777,1
RA-938,,Aluno-938,PEDE2023,2023,ALFA,ALFA K - G0/G1,5.0,978,0.9533333333333334,1
RA-939,,Aluno-939,PEDE2023,2023,ALFA,ALFA L - G2/G3,5.0,979,0.9422222222222222,1
RA-789,,Aluno-789,PEDE2023,2023,ALFA,ALFA L - G2/G3,10.0,980,0.04666666666666667,0
RA-792,,Aluno-792,PEDE2023,2023,ALFA,ALFA L - G2/G3,5.0,981,0.9977777777777778,1
RA-940,,Aluno-940,PEDE2023,2023,ALFA,ALFA L - G2/G3,5.0,982,0.98,1
RA-941,,Aluno-941,PEDE2023,2023,ALFA,ALFA L - G2/G3,10.0,983,0.011111111111111112,0
RA-942,,Aluno-942,PEDE2023,2023,ALFA,ALFA L - G2/G3,5.0,984,0.9844444444444445,1
RA-943,,Aluno-943,PEDE2023,2023,ALFA,ALFA L - G2/G3,10.0,985,0.0,0
RA-782,,Aluno-782,PEDE2023,2023,ALFA,ALFA L - G2/G3,5.0,986,0.9822222222222222,1
RA-768,,Aluno-768,PEDE2023,2023,ALFA,ALFA L - G2/G3,5.0,987,0.9622222222222222,1
RA-794,,Aluno-794,PEDE2023,2023,ALFA,ALFA L - G2/G3,5.0,988,0.9444444444444444,1
RA-795,,Aluno-795,PEDE2023,2023,ALFA,ALFA L - G2/G3,5.0,989,0.98,1
RA-944,,Aluno-944,PEDE2023,2023,ALFA,ALFA M - G0/G1,5.0,990,0.8666666666666667,1
RA-945,,Aluno-945,PEDE2023,2023,ALFA,ALFA M - G0/G1,10.0,991,0.0,0
RA-946,,Aluno-946,PEDE2023,2023,ALFA,ALFA M - G0/G1,10.0,992,0.006666666666666667,0
RA-754,,Aluno-754,PEDE2023,2023,ALFA,ALFA M - G0/G1,5.0,993,0.9755555555555555,1
RA-947,,Aluno-947,PEDE2023,2023,ALFA,ALFA M - G0/G1,10.0,994,0.02666666666666667,0
RA-948,,Aluno-948,PEDE2023,2023,ALFA,ALFA M - G0/G1,10.0,995,0.07333333333333333,0
RA-949,,Aluno-949,PEDE2023,2023,ALFA,ALFA M - G0/G1,10.0,996,0.006666666666666667,0
RA-950,,Aluno-950,PEDE2023,2023,ALFA,ALFA M - G0/G1,10.0,997,0.0022222222222222222,0
RA-773,,Aluno-773,PEDE2023,2023,ALFA,ALFA M - G0/G1,5.0,998,0.98,1
RA-951,,Aluno-951,PEDE2023,2023,ALFA,ALFA M - G0/G1,10.0,999,0.0,0
RA-769,,Aluno-769,PEDE2023,2023,ALFA,ALFA N - G2/G3,5.0,1000,0.9844444444444445,1
RA-952,,Aluno-952,PEDE2023,2023,ALFA,ALFA N - G2/G3,10.0,1001,0.0044444444444444444,0
RA-826,,Aluno-826,PEDE2023,2023,ALFA,ALFA N - G2/G3,5.0,1002,0.9488888888888889,1
RA-953,,Aluno-953,PEDE2023,2023,ALFA,ALFA N - G2/G3,10.0,1003,0.0022222222222222222,0
RA-954,,Aluno-954,PEDE2023,2023,ALFA,ALFA N - G2/G3,10.0,1004,0.04,0
RA-780,,Aluno-780,PEDE2023,2023,ALFA,ALFA N - G2/G3,5.0,1005,0.9622222222222222,1
RA-955,,Aluno-955,PEDE2023,2023,ALFA,ALFA N - G2/G3,5.0,1006,0.9866666666666667,1
RA-831,,Aluno-831,PEDE2023,2023,ALFA,ALFA N - G2/G3,5.0,1007,0.98,1
RA-783,,Aluno-783,PEDE2023,2023,ALFA,ALFA N - G2/G3,5.0,1008,0.9666666666666667,1
RA-774,,Aluno-774,PEDE2023,2023,ALFA,ALFA N - G2/G3,5.0,1009,0.9666666666666667,1
RA-748,,Aluno-748,PEDE2023,2023,ALFA,ALFA O - G2/G3,5.0,1010,0.9866666666666667,1
RA-749,,Aluno-749,PEDE2023,2023,ALFA,ALFA O - G2/G3,5.0,1011,0.9933333333333333,1
RA-956,,Aluno-956,PEDE2023,2023,ALFA,ALFA O - G2/G3,5.0,1012,0.9777777777777777,1
RA-787,,Aluno-787,PEDE2023,2023,ALFA,ALFA O - G2/G3,5.0,1013,0.9844444444444445,1
RA-957,,Aluno-957,PEDE2023,2023,ALFA,ALFA O - G2/G3,10.0,1014,0.006666666666666667,0
RA-753,,Aluno-753,PEDE2023,2023,ALFA,ALFA O - G2/G3,5.0,1015,0.94,1
RA-958,,Aluno-958,PEDE2023,2023,ALFA,ALFA O - G2/G3,10.0,1016,0.006666666666666667,0
RA-755,,Aluno-755,PEDE2023,2023,ALFA,ALFA O - G2/G3,5.0,1017,0.9644444444444444,1
RA-763,,Aluno-763,PEDE2023,2023,ALFA,ALFA O - G2/G3,5.0,1018,0.9622222222222222,1
RA-757,,Aluno-757,PEDE2023,2023,ALFA,ALFA O - G2/G3,5.0,1019,0.9577777777777777,1
RA-959,,Aluno-959,PEDE2023,2023,ALFA,ALFA O - G2/G3,10.0,1020,0.0,0
RA-960,,Aluno-960,PEDE2023,2023,ALFA,ALFA O - G2/G3,5.0,1021,0.9822222222222222,1
RA-961,,Aluno-961,PEDE2023,2023,ALFA,ALFA O - G2/G3,5.0,1022,0.9311111111111111,1
RA-962,,Aluno-962,PEDE2023,2023,ALFA,ALFA Q - G2/G3,5.0,1023,0.9888888888888889,1
RA-805,,Aluno-805,PEDE2023,2023,ALFA,ALFA Q - G2/G3,5.0,1024,0.86,1
RA-806,,Aluno-806,PEDE2023,2023,ALFA,ALFA Q - G2/G3,5.0,1025,0.9911111111111112,1
RA-807,,Aluno-807,PEDE2023,2023,ALFA,ALFA Q - G2/G3,5.0,1026,0.9688888888888889,1
RA-963,,Aluno-963,PEDE2023,2023,ALFA,ALFA Q - G2/G3,5.0,1027,0.9511111111111111,1
RA-964,,Aluno-964,PEDE2023,2023,ALFA,ALFA Q - G2/G3,5.0,1028,0.9933333333333333,1
