threshold,precision,recall,f1,f2,model
0.32999999999999996,0.7651162790697674,0.8989071038251366,0.8266331658291457,0.8685322069693769,regressao_logistica
0.33999999999999997,0.7651162790697674,0.8989071038251366,0.8266331658291457,0.8685322069693769,regressao_logistica
0.35,0.7704918032786885,0.8989071038251366,0.8297604035308953,0.8699101004759386,regressao_logistica
0.36,0.7730496453900709,0.8934426229508197,0.8288973384030418,0.8664546899841018,regressao_logistica
0.37,0.777511961722488,0.8879781420765027,0.8290816326530612,0.8634431455897981,regressao_logistica
0.38,0.784503631961259,0.8852459016393442,0.8318356867779204,0.8630793819925413,regressao_logistica
0.39,0.7878048780487805,0.8825136612021858,0.8324742268041238,0.8617929562433297,regressao_logistica
0.4,0.7945544554455446,0.8770491803278688,0.8337662337662337,0.8592077087794433,regressao_logistica
0.41000000000000003,0.8005050505050505,0.8661202185792349,0.8320209973753281,0.8521505376344086,regressao_logistica
0.42000000000000004,0.80306905370844,0.8579234972677595,0.8295904887714664,0.8463611859838275,regressao_logistica
0.43000000000000005,0.8151041666666666,0.855191256830601,0.8346666666666667,0.8468614718614719,regressao_logistica
0.43999999999999995,0.8153034300791556,0.8442622950819673,0.8295302013422818,0.8383071079761258,regressao_logistica
0.44999999999999996,0.8174603174603174,0.8442622950819673,0.8306451612903226,0.8387622149837134,regressao_logistica
0.45999999999999996,0.8247978436657682,0.8360655737704918,0.830393487109905,0.8337874659400545,regressao_logistica
0.47,0.8292682926829268,0.8360655737704918,0.8326530612244898,0.8346972176759411,regressao_logistica
0.48,0.8306010928961749,0.8306010928961749,0.8306010928961749,0.8306010928961749,regressao_logistica
0.49,0.8388888888888889,0.825136612021858,0.8319559228650137,0.8278508771929824,regressao_logistica
0.5,0.8385269121813032,0.8087431693989071,0.8233657858136301,0.8145294441386901,regressao_logistica
0.51,0.8376068376068376,0.8032786885245902,0.8200836820083682,0.8099173553719008,regressao_logistica
0.52,0.8425655976676385,0.7896174863387978,0.8152327221438646,0.7996679579413393,regressao_logistica
0.53,0.8461538461538461,0.7814207650273224,0.8125,0.7935627081021087,regressao_logistica
0.54,0.8515151515151516,0.76775956284153,0.8074712643678161,0.7831661092530657,regressao_logistica
